"","split","nodesize","mtry","cluster_group","OOB","MSPE","rmspe"
"398",16,10,4,6,4.56284206284946,4.97708612406219,2.23093839539826
"399",16,10,6,3,4.60885217473873,5.06431112420648,2.25040243605593
"400",16,10,8,8,4.62500747779098,5.12661210960931,2.26420231198745
"401",17,2,1,1,5.32127448105379,4.62394096116919,2.15033508113717
"402",17,2,2,6,4.65980618861212,3.81794027212419,1.95395503329124
"403",17,2,4,3,4.66018418771586,3.78128640041389,1.94455300786939
"404",17,2,6,8,4.70781232761504,3.78083729375,1.94443752631706
"405",17,2,8,5,4.74087400702688,3.7444641575,1.93506179681684
"406",17,4,1,2,5.2958053617102,4.57606897968202,2.13917483616511
"407",17,4,2,7,4.63369059165341,3.82525336380326,1.95582549421037
"408",17,4,4,4,4.64163371459052,3.82556100615833,1.95590414032956
"409",17,4,6,1,4.69766353078829,3.81079299708333,1.95212525138202
"410",17,4,8,6,4.73732436560779,3.80347275666667,1.95024940883638
"411",17,6,1,3,5.32370367598076,4.60318394695712,2.14550319201746
"412",17,6,2,8,4.63586102511113,3.84060128785227,1.95974520993222
"413",17,6,4,5,4.64407096596813,3.80307740138472,1.95014804601721
"414",17,6,6,2,4.68603271763553,3.79217846632083,1.94735165450949
"415",17,6,8,7,4.72253796224219,3.73136508592222,1.93167416660321
"416",17,8,1,4,5.30196539541709,4.6269458808264,2.15103367728783
"417",17,8,2,1,4.64643443051722,3.83450261777724,1.95818860628318
"418",17,8,4,6,4.6159114555194,3.78858963175186,1.94642997093444
"419",17,8,6,3,4.67446055401938,3.7757408271564,1.94312655973727
"420",17,8,8,8,4.71608926338916,3.78314619501957,1.9450311552825
"421",17,10,1,5,5.36023889012786,4.64509851612266,2.15524906127405
"422",17,10,2,2,4.63388886926042,3.86053066672215,1.96482331692245
"423",17,10,4,7,4.62231438298939,3.79937128257514,1.94919759967406
"424",17,10,6,4,4.66350050185162,3.76650719056681,1.94074913128071
"425",17,10,8,1,4.69017318354241,3.79897265817369,1.94909534353086
"426",18,2,1,2,5.26249736836363,5.48681877493877,2.34239594751587
"427",18,2,2,7,4.6106287874192,4.65061134443769,2.15652761272322
"428",18,2,4,4,4.62822893801168,4.65410139688163,2.15733664430975
"429",18,2,6,1,4.65088814518552,4.61334685427136,2.14787030666923
"430",18,2,8,6,4.7174185378084,4.60642207537688,2.14625769081368
"431",18,4,1,3,5.2875440959439,5.52561911227523,2.35066354722985
"432",18,4,2,8,4.6095657405042,4.65642555553618,2.15787524095722
"433",18,4,4,5,4.60629699851728,4.64664135477945,2.15560695739726
"434",18,4,6,2,4.64775144238141,4.61659028887493,2.148625209029
"435",18,4,8,7,4.70652634849938,4.59704031222083,2.14407096716056
"436",18,6,1,4,5.26451363188038,5.45044649532853,2.33461913281986
"437",18,6,2,1,4.60791833165546,4.64293483865758,2.15474704748784
"438",18,6,4,6,4.5921356482797,4.62849476917365,2.15139368065764
"439",18,6,6,3,4.64324490842505,4.5418325164196,2.13115755316673
"440",18,6,8,8,4.6802576433417,4.5687238768593,2.13745733919049
"441",18,8,1,5,5.31913131393561,5.51697900537415,2.34882502655565
"442",18,8,2,2,4.59039711306018,4.67199729622666,2.16148034833229
"443",18,8,4,7,4.60019615147336,4.58069293022178,2.14025534229488
"444",18,8,6,4,4.63039660071422,4.58113850727529,2.1403594341314
"445",18,8,8,1,4.68839467882411,4.53055077994265,2.12850905094215
"446",18,10,1,6,5.27555620579973,5.47390798171463,2.33963842969691
"447",18,10,2,3,4.59652099527981,4.67236000506674,2.16156424958102
"448",18,10,4,8,4.59422813213955,4.56402703218861,2.1363583576237
"449",18,10,6,5,4.62320039162515,4.53663885146389,2.12993869664455
"450",18,10,8,2,4.65966974726239,4.5210118695528,2.12626712093114
"451",19,2,1,3,5.22330897363458,5.72682621433505,2.39307881490248
"452",19,2,2,8,4.57630847735106,5.15536565568116,2.27054303101288
"453",19,2,4,5,4.56657648868861,5.13731607758001,2.26656481874664
"454",19,2,6,2,4.62146952861149,5.23744943049793,2.28854744991183
"455",19,2,8,7,4.63497716707572,5.21317776348548,2.28323843772075
"456",19,4,1,4,5.24747871980321,5.76618933192286,2.40128909794778
"457",19,4,2,1,4.56388868476992,5.24437830804772,2.29006076514308
"458",19,4,4,6,4.56283347133945,5.22305067468649,2.28539945626284
"459",19,4,6,3,4.5842192724942,5.25281629598894,2.29190233124995
"460",19,4,8,8,4.63645646189591,5.25096973887736,2.29149945207878
"461",19,6,1,5,5.2514579863581,5.76816293460264,2.40170000928564
"462",19,6,2,2,4.55351402027835,5.19851298548894,2.28002477738487
"463",19,6,4,7,4.54924408795691,5.17399421065866,2.2746415565224
"464",19,6,6,4,4.59030631092124,5.21111925832882,2.28278760692466
"465",19,6,8,1,4.63004600100248,5.2525449325242,2.29184312999913
"466",19,8,1,6,5.23758570713246,5.77483037842226,2.40308767597486
"467",19,8,2,3,4.55987506532001,5.18219025951722,2.27644245688689
"468",19,8,4,8,4.52317398172682,5.14530201727765,2.26832581814819
"469",19,8,6,5,4.57399313739311,5.22162901510659,2.28508840422129
"470",19,8,8,2,4.6236956158269,5.2310972457805,2.28715920866487
"471",19,10,1,7,5.25959692408433,5.76019231857106,2.40004006603454
"472",19,10,2,4,4.5436415469287,5.16859466955914,2.27345434736639
"473",19,10,4,1,4.51874622670133,5.13418489006168,2.26587397929843
"474",19,10,6,6,4.56466782655742,5.13901626610113,2.2669398461585
"475",19,10,8,3,4.60242632923505,5.23668926239813,2.28838136297212
"476",20,2,1,4,5.22693871510537,6.60412314260008,2.56984885598357
"477",20,2,2,1,4.52735314464336,5.87688286232355,2.42422830243431
"478",20,2,4,6,4.52155645558757,5.88849742916944,2.42662263839466
"479",20,2,6,3,4.56000956470064,5.95861025402778,2.44102647548686
"480",20,2,8,8,4.61484149058639,5.9916774525,2.4477903203706
"481",20,4,1,5,5.23903896208163,6.57952994707255,2.565059443185
"482",20,4,2,2,4.53142212425599,5.88222885592263,2.42533066939802
"483",20,4,4,7,4.53445855269995,5.893499790782,2.42765314466091
"484",20,4,6,4,4.5753280834768,6.03770135402222,2.45717344809483
"485",20,4,8,1,4.60072230642117,6.00776497576389,2.45107424933719
"486",20,6,1,6,5.22953144257068,6.57500070200647,2.56417641787894
"487",20,6,2,3,4.53021497767975,5.89212583581239,2.42737014808463
"488",20,6,4,8,4.51214662541382,5.94567817775833,2.43837613541437
"489",20,6,6,5,4.55949648026315,6.0038893766875,2.4502835298568
"490",20,6,8,2,4.5832099922224,5.94615776467361,2.43847447488663
"491",20,8,1,7,5.2324770577539,6.59395582647469,2.56786990061309
"492",20,8,2,4,4.53003941949551,5.92774234307824,2.43469553395866
"493",20,8,4,1,4.51122054752659,5.9170441104382,2.43249750471366
"494",20,8,6,6,4.54441244224209,5.98777440149428,2.44699293041363
"495",20,8,8,3,4.58732824078797,6.02655793387787,2.45490487267386
"496",20,10,1,8,5.21666032890924,6.54641748949752,2.55859678134276
"497",20,10,2,5,4.51091736894258,5.88223384201538,2.42533169731799
"498",20,10,4,2,4.50482769806195,5.93208015995332,2.43558620458265
"499",20,10,6,7,4.52609685338593,5.96814427956776,2.44297856715276
"500",20,10,8,4,4.56333301504565,6.01127381357047,2.45178992035828
